Numero animale;Gruppo;Data evento;Tipo;Descrizione;Data uscita;Utente;Data;Tempo;Mese;Anno;Mese Anno
703;VMS 4;2018-10-01 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-10-01;00:00:00;10;2018;2018-10
712;VMS 3;2018-10-01 00:00:00.000;Controllo gravidanza;-;2019-12-16 23:59:00.000;Nicola;2018-10-01;00:00:00;10;2018;2018-10
801;VMS 2;2018-10-01 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-10-01;00:00:00;10;2018;2018-10
822;VMS 2;2018-10-01 00:00:00.000;Aborto;;;Nicola;2018-10-01;00:00:00;10;2018;2018-10
849;VMS 2;2018-10-01 00:00:00.000;Controllo gravidanza;+;2020-01-17 11:13:31.933;Nicola;2018-10-01;00:00:00;10;2018;2018-10
855;VMS 2;2018-10-01 00:00:00.000;Controllo gravidanza;-;2020-07-01 14:15:15.180;Nicola;2018-10-01;00:00:00;10;2018;2018-10
858;VMS 2;2018-10-01 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-10-01;00:00:00;10;2018;2018-10
869;VMS 2;2018-10-01 00:00:00.000;Controllo gravidanza;+;2020-01-17 11:13:44.147;Nicola;2018-10-01;00:00:00;10;2018;2018-10
760;VMS 3;2018-09-30 11:39:35.270;Note;Generale;2020-11-30 16:49:24.703;Nicola;2018-09-30;11:39:35.270000;9;2018;2018-09
515;VMS 4;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-01-09 07:38:22.030;Nicola;2018-09-30;00:00:00;9;2018;2018-09
517;VMS 4;2018-09-30 00:00:00.000;Controllo gravidanza;+;2020-09-15 15:25:52.970;Nicola;2018-09-30;00:00:00;9;2018;2018-09
621;VMS 3;2018-09-30 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-30;00:00:00;9;2018;2018-09
721;VMS 3;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.317;Nicola;2018-09-30;00:00:00;9;2018;2018-09
724;VMS 3;2018-09-30 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-30;00:00:00;9;2018;2018-09
749;VMS 4;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.023;Nicola;2018-09-30;00:00:00;9;2018;2018-09
756;VMS 4;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.330;Nicola;2018-09-30;00:00:00;9;2018;2018-09
806;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-30;00:00:00;9;2018;2018-09
834;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;2020-06-26 11:20:56.643;Nicola;2018-09-30;00:00:00;9;2018;2018-09
839;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-30;00:00:00;9;2018;2018-09
854;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.057;Nicola;2018-09-30;00:00:00;9;2018;2018-09
857;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:44:41.973;Nicola;2018-09-30;00:00:00;9;2018;2018-09
859;VMS 2;2018-09-30 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-30;00:00:00;9;2018;2018-09
654;Asciutte;2018-09-28 13:00:05.970;Cambio gruppo;5, Asciutte -> 1, VMS 1;2020-11-30 16:48:48.560;Nicola;2018-09-28;13:00:05.970000;9;2018;2018-09
500;Asciutte;2018-09-28 12:59:08.470;Cambio gruppo;5, Asciutte -> 1, VMS 1;2021-06-04 15:23:17.247;Nicola;2018-09-28;12:59:08.470000;9;2018;2018-09
164;Asciutte;2018-09-28 12:58:18.957;Cambio gruppo;5, Asciutte -> 1, VMS 1;2022-02-01 23:59:00.000;Nicola;2018-09-28;12:58:18.957000;9;2018;2018-09
644;VMS 3;2018-09-28 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-28;00:00:00.010000;9;2018;2018-09
718;VMS 3;2018-09-28 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-28;00:00:00.010000;9;2018;2018-09
644;VMS 3;2018-09-28 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-28;00:00:00.007000;9;2018;2018-09
718;VMS 3;2018-09-28 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-28;00:00:00.007000;9;2018;2018-09
164;Asciutte;2018-09-28 00:00:00.000;Parto;Normale;2022-02-01 23:59:00.000;Nicola;2018-09-28;00:00:00;9;2018;2018-09
440;VMS 4;2018-09-28 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
500;Asciutte;2018-09-28 00:00:00.000;Parto;Normale;2021-06-04 15:23:17.247;Nicola;2018-09-28;00:00:00;9;2018;2018-09
541;VMS 1;2018-09-28 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
654;Asciutte;2018-09-28 00:00:00.000;Parto;Normale;2020-11-30 16:48:48.560;Nicola;2018-09-28;00:00:00;9;2018;2018-09
739;VMS 4;2018-09-28 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.317;Nicola;2018-09-28;00:00:00;9;2018;2018-09
748;VMS 4;2018-09-28 00:00:00.000;Controllo gravidanza;+;2020-11-30 16:49:12.200;Nicola;2018-09-28;00:00:00;9;2018;2018-09
751;VMS 3;2018-09-28 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
755;VMS 3;2018-09-28 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.317;Nicola;2018-09-28;00:00:00;9;2018;2018-09
759;VMS 3;2018-09-28 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
803;VMS 2;2018-09-28 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
804;VMS 2;2018-09-28 00:00:00.000;Controllo gravidanza;-;2020-02-03 09:56:36.087;Nicola;2018-09-28;00:00:00;9;2018;2018-09
808;VMS 2;2018-09-28 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
830;VMS 2;2018-09-28 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-28;00:00:00;9;2018;2018-09
833;VMS 2;2018-09-28 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.023;Nicola;2018-09-28;00:00:00;9;2018;2018-09
577;Asciutte;2018-09-27 15:07:25.640;Cambio gruppo;5, Asciutte -> 1, VMS 1;2021-11-16 15:50:13.147;Nicola;2018-09-27;15:07:25.640000;9;2018;2018-09
47;Asciutte;2018-09-27 15:06:38.873;Cambio gruppo;5, Asciutte -> 1, VMS 1;2020-08-26 14:28:17.083;Nicola;2018-09-27;15:06:38.873000;9;2018;2018-09
47;Asciutte;2018-09-27 00:00:00.000;Parto;Normale;2020-08-26 14:28:17.083;Nicola;2018-09-27;00:00:00;9;2018;2018-09
577;Asciutte;2018-09-27 00:00:00.000;Parto;Normale;2021-11-16 15:50:13.147;Nicola;2018-09-27;00:00:00;9;2018;2018-09
837;VMS 2;2018-09-27 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-27;00:00:00;9;2018;2018-09
601;Asciutte;2018-09-26 19:03:19.940;Cambio gruppo;5, Asciutte -> 3, VMS 3;2021-06-24 15:45:00.700;Nicola;2018-09-26;19:03:19.940000;9;2018;2018-09
196;VMS 1;2018-09-26 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-04-17 16:09:29.850;Nicola;2018-09-26;00:00:00.010000;9;2018;2018-09
632;VMS 3;2018-09-26 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-26;00:00:00.010000;9;2018;2018-09
827;VMS 2;2018-09-26 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-26;00:00:00.010000;9;2018;2018-09
196;VMS 1;2018-09-26 00:00:00.007;Calore;Herd Navigator;2020-04-17 16:09:29.850;Nicola;2018-09-26;00:00:00.007000;9;2018;2018-09
632;VMS 3;2018-09-26 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-26;00:00:00.007000;9;2018;2018-09
827;VMS 2;2018-09-26 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-26;00:00:00.007000;9;2018;2018-09
601;Asciutte;2018-09-26 00:00:00.000;Parto;Normale;2021-06-24 15:45:00.700;Nicola;2018-09-26;00:00:00;9;2018;2018-09
92;VMS 1;2018-09-25 17:23:03.933;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-25;17:23:03.933000;9;2018;2018-09
557;;2018-09-25 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-25;00:00:00.010000;9;2018;2018-09
760;VMS 3;2018-09-25 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-11-30 16:49:24.703;Nicola;2018-09-25;00:00:00.010000;9;2018;2018-09
557;;2018-09-25 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-25;00:00:00.007000;9;2018;2018-09
760;VMS 3;2018-09-25 00:00:00.007;Calore;Herd Navigator;2020-11-30 16:49:24.703;Nicola;2018-09-25;00:00:00.007000;9;2018;2018-09
632;VMS 3;2018-09-25 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-25;00:00:00;9;2018;2018-09
704;VMS 3;2018-09-25 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.300;Nicola;2018-09-25;00:00:00;9;2018;2018-09
728;VMS 3;2018-09-25 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-25;00:00:00;9;2018;2018-09
750;VMS 3;2018-09-25 00:00:00.000;Controllo gravidanza;+;2021-04-01 14:47:02.317;Nicola;2018-09-25;00:00:00;9;2018;2018-09
827;VMS 2;2018-09-25 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-25;00:00:00;9;2018;2018-09
850;VMS 2;2018-09-25 00:00:00.000;Aborto;Generato automaticamente da Preg Check(-);2021-11-16 15:50:13.160;Nicola;2018-09-25;00:00:00;9;2018;2018-09
856;VMS 2;2018-09-25 00:00:00.000;Controllo gravidanza;+;2021-04-21 23:59:00.000;Nicola;2018-09-25;00:00:00;9;2018;2018-09
556;VMS 1;2018-09-24 11:33:35.840;Asciutta;Dry Off;;Nicola;2018-09-24;11:33:35.840000;9;2018;2018-09
556;VMS 1;2018-09-24 11:33:30.753;Cambio gruppo;1, VMS 1 -> 5, Asciutte;;Nicola;2018-09-24;11:33:30.753000;9;2018;2018-09
431;VMS 4;2018-09-24 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-04-01 14:47:02.283;Nicola;2018-09-24;00:00:00.010000;9;2018;2018-09
647;VMS 4;2018-09-24 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-11-30 16:48:35.467;Nicola;2018-09-24;00:00:00.010000;9;2018;2018-09
431;VMS 4;2018-09-24 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:02.283;Nicola;2018-09-24;00:00:00.007000;9;2018;2018-09
647;VMS 4;2018-09-24 00:00:00.007;Calore;Herd Navigator;2020-11-30 16:48:35.467;Nicola;2018-09-24;00:00:00.007000;9;2018;2018-09
431;VMS 4;2018-09-23 00:00:00.000;Controllo gravidanza;-;2021-04-01 14:47:02.283;Nicola;2018-09-23;00:00:00;9;2018;2018-09
568;;2018-09-22 11:23:37.443;Note;Generale;2021-06-20 12:04:35.603;Nicola;2018-09-22;11:23:37.443000;9;2018;2018-09
536;;2018-09-22 11:23:30.003;Note;Generale;;Nicola;2018-09-22;11:23:30.003000;9;2018;2018-09
445;VMS 4;2018-09-22 11:23:19.630;Note;Generale;;Nicola;2018-09-22;11:23:19.630000;9;2018;2018-09
548;VMS 4;2018-09-22 11:23:12.127;Note;Generale;2020-02-05 16:45:04.720;Nicola;2018-09-22;11:23:12.127000;9;2018;2018-09
730;VMS 3;2018-09-22 11:22:57.540;Note;Generale;;Nicola;2018-09-22;11:22:57.540000;9;2018;2018-09
805;VMS 2;2018-09-22 11:22:37.197;Note;Generale;2020-02-22 12:26:36.277;Nicola;2018-09-22;11:22:37.197000;9;2018;2018-09
826;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
841;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2020-11-30 16:50:03.203;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
862;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2020-02-24 10:36:25.663;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
864;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
870;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
871;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
872;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
873;VMS 2;2018-09-22 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2020-11-30 16:50:28.343;Nicola;2018-09-22;00:00:00.010000;9;2018;2018-09
826;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
841;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;2020-11-30 16:50:03.203;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
862;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;2020-02-24 10:36:25.663;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
864;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
870;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
871;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
872;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
873;VMS 2;2018-09-22 00:00:00.007;Calore;Herd Navigator;2020-11-30 16:50:28.343;Nicola;2018-09-22;00:00:00.007000;9;2018;2018-09
563;VMS 4;2018-09-21 12:14:48.603;Note;Generale;;Nicola;2018-09-21;12:14:48.603000;9;2018;2018-09
548;VMS 4;2018-09-21 12:14:42.083;Note;Generale;2020-02-05 16:45:04.720;Nicola;2018-09-21;12:14:42.083000;9;2018;2018-09
445;VMS 4;2018-09-21 12:14:34.563;Note;Generale;;Nicola;2018-09-21;12:14:34.563000;9;2018;2018-09
747;VMS 3;2018-09-21 12:14:25.017;Note;Generale;2021-08-24 07:40:51.130;Nicola;2018-09-21;12:14:25.017000;9;2018;2018-09
730;VMS 3;2018-09-21 12:14:18.497;Note;Generale;;Nicola;2018-09-21;12:14:18.497000;9;2018;2018-09
608;VMS 3;2018-09-21 12:14:09.480;Note;Generale;2020-09-01 08:38:30.383;Nicola;2018-09-21;12:14:09.480000;9;2018;2018-09
92;VMS 1;2018-09-21 12:13:42.583;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-21;12:13:42.583000;9;2018;2018-09
667;Asciutte;2018-09-21 09:37:08.377;Cambio gruppo;5, Asciutte -> 3, VMS 3;2020-01-17 11:13:04.947;Nicola;2018-09-21;09:37:08.377000;9;2018;2018-09
450;VMS 4;2018-09-21 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-21;00:00:00.010000;9;2018;2018-09
450;VMS 4;2018-09-21 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-21;00:00:00.007000;9;2018;2018-09
667;Asciutte;2018-09-21 00:00:00.000;Parto;Normale;2020-01-17 11:13:04.947;Nicola;2018-09-21;00:00:00;9;2018;2018-09
982;Giovenche;2018-09-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-01-05 10:23:05.320;Nicola;2018-09-20;00:00:00.010000;9;2018;2018-09
983;Giovenche;2018-09-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-20;00:00:00.010000;9;2018;2018-09
985;Giovenche;2018-09-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-11-16 15:50:13.177;Nicola;2018-09-20;00:00:00.010000;9;2018;2018-09
986;Giovenche;2018-09-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-20;00:00:00.010000;9;2018;2018-09
987;Giovenche;2018-09-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-20;00:00:00.010000;9;2018;2018-09
982;Giovenche;2018-09-20 00:00:00.007;Calore;Herd Navigator;2021-01-05 10:23:05.320;Nicola;2018-09-20;00:00:00.007000;9;2018;2018-09
983;Giovenche;2018-09-20 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-20;00:00:00.007000;9;2018;2018-09
985;Giovenche;2018-09-20 00:00:00.007;Calore;Herd Navigator;2021-11-16 15:50:13.177;Nicola;2018-09-20;00:00:00.007000;9;2018;2018-09
986;Giovenche;2018-09-20 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-20;00:00:00.007000;9;2018;2018-09
987;Giovenche;2018-09-20 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-20;00:00:00.007000;9;2018;2018-09
450;VMS 4;2018-09-20 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-20;00:00:00;9;2018;2018-09
513;VMS 4;2018-09-20 00:00:00.000;Controllo gravidanza;+;2021-02-24 12:03:15.530;Nicola;2018-09-20;00:00:00;9;2018;2018-09
719;VMS 3;2018-09-20 00:00:00.000;Controllo gravidanza;+;2021-11-16 15:50:13.160;Nicola;2018-09-20;00:00:00;9;2018;2018-09
802;VMS 2;2018-09-20 00:00:00.000;Controllo gravidanza;-;2020-11-30 16:49:37.607;Nicola;2018-09-20;00:00:00;9;2018;2018-09
809;VMS 2;2018-09-20 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-09-20;00:00:00;9;2018;2018-09
445;Asciutte;2018-09-19 11:37:16.953;Cambio gruppo;5, Asciutte -> 4, VMS 4;;Nicola;2018-09-19;11:37:16.953000;9;2018;2018-09
563;Asciutte;2018-09-19 11:36:33.397;Cambio gruppo;5, Asciutte -> 4, VMS 4;;Nicola;2018-09-19;11:36:33.397000;9;2018;2018-09
90;VMS 1;2018-09-19 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-07-01 14:10:36.443;Nicola;2018-09-19;00:00:00.010000;9;2018;2018-09
616;VMS 3;2018-09-19 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-10-13 10:58:25.490;Nicola;2018-09-19;00:00:00.010000;9;2018;2018-09
90;VMS 1;2018-09-19 00:00:00.007;Calore;Herd Navigator;2020-07-01 14:10:36.443;Nicola;2018-09-19;00:00:00.007000;9;2018;2018-09
616;VMS 3;2018-09-19 00:00:00.007;Calore;Herd Navigator;2021-10-13 10:58:25.490;Nicola;2018-09-19;00:00:00.007000;9;2018;2018-09
445;Asciutte;2018-09-19 00:00:00.000;Parto;Normale;;Nicola;2018-09-19;00:00:00;9;2018;2018-09
563;Asciutte;2018-09-19 00:00:00.000;Parto;Normale;;Nicola;2018-09-19;00:00:00;9;2018;2018-09
568;;2018-09-18 09:45:37.607;Note;Generale;2021-06-20 12:04:35.603;Nicola;2018-09-18;09:45:37.607000;9;2018;2018-09
536;;2018-09-18 09:45:29.683;Note;Generale;;Nicola;2018-09-18;09:45:29.683000;9;2018;2018-09
548;VMS 4;2018-09-18 09:45:21.790;Note;Generale;2020-02-05 16:45:04.720;Nicola;2018-09-18;09:45:21.790000;9;2018;2018-09
92;VMS 1;2018-09-18 09:43:06.193;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-18;09:43:06.193000;9;2018;2018-09
131;VMS 4;2018-09-18 00:00:00.000;Controllo gravidanza;-;2020-04-27 11:20:41.937;Nicola;2018-09-18;00:00:00;9;2018;2018-09
421;VMS 4;2018-09-18 00:00:00.000;Controllo gravidanza;-;2020-02-24 10:35:52.607;Nicola;2018-09-18;00:00:00;9;2018;2018-09
647;VMS 4;2018-09-18 00:00:00.000;Controllo gravidanza;-;2020-11-30 16:48:35.467;Nicola;2018-09-18;00:00:00;9;2018;2018-09
665;VMS 3;2018-09-18 00:00:00.000;Controllo gravidanza;+;2021-04-23 11:43:38.983;Nicola;2018-09-18;00:00:00;9;2018;2018-09
709;VMS 3;2018-09-18 00:00:00.000;Controllo gravidanza;-;2020-04-27 11:21:40.310;Nicola;2018-09-18;00:00:00;9;2018;2018-09
829;VMS 2;2018-09-18 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-18;00:00:00;9;2018;2018-09
852;VMS 2;2018-09-18 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.040;Nicola;2018-09-18;00:00:00;9;2018;2018-09
853;VMS 2;2018-09-18 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-18;00:00:00;9;2018;2018-09
548;VMS 4;2018-09-17 09:27:56.627;Note;Generale;2020-02-05 16:45:04.720;Nicola;2018-09-17;09:27:56.627000;9;2018;2018-09
92;VMS 1;2018-09-17 09:26:31.450;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-17;09:26:31.450000;9;2018;2018-09
548;Asciutte;2018-09-16 18:07:01.727;Cambio gruppo;5, Asciutte -> 4, VMS 4;2020-02-05 16:45:04.720;Nicola;2018-09-16;18:07:01.727000;9;2018;2018-09
166;Manze al toro;2018-09-16 00:00:00.000;Ingresso;Nascita;;Nicola;2018-09-16;00:00:00;9;2018;2018-09
548;Asciutte;2018-09-16 00:00:00.000;Parto;Normale;2020-02-05 16:45:04.720;Nicola;2018-09-16;00:00:00;9;2018;2018-09
92;VMS 1;2018-09-14 10:57:54.833;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-14;10:57:54.833000;9;2018;2018-09
501;VMS 4;2018-09-14 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-02-09 09:11:09.720;Nicola;2018-09-14;00:00:00.010000;9;2018;2018-09
543;VMS 4;2018-09-14 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-14;00:00:00.010000;9;2018;2018-09
991;Giovenche;2018-09-14 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2022-01-11 10:27:24.630;Nicola;2018-09-14;00:00:00.010000;9;2018;2018-09
501;VMS 4;2018-09-14 00:00:00.007;Calore;Herd Navigator;2021-02-09 09:11:09.720;Nicola;2018-09-14;00:00:00.007000;9;2018;2018-09
543;VMS 4;2018-09-14 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-14;00:00:00.007000;9;2018;2018-09
991;Giovenche;2018-09-14 00:00:00.007;Calore;Herd Navigator;2022-01-11 10:27:24.630;Nicola;2018-09-14;00:00:00.007000;9;2018;2018-09
258;VMS 4;2018-09-14 00:00:00.000;Controllo gravidanza;+;2021-11-16 15:50:13.147;Nicola;2018-09-14;00:00:00;9;2018;2018-09
517;VMS 4;2018-09-14 00:00:00.000;Controllo gravidanza;+;2020-09-15 15:25:52.970;Nicola;2018-09-14;00:00:00;9;2018;2018-09
730;Asciutte;2018-09-13 14:55:47.947;Cambio gruppo;5, Asciutte -> 3, VMS 3;;Nicola;2018-09-13;14:55:47.947000;9;2018;2018-09
506;VMS 4;2018-09-13 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2022-04-28 17:05:25.387;Nicola;2018-09-13;00:00:00.010000;9;2018;2018-09
637;VMS 3;2018-09-13 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-09-13;00:00:00.010000;9;2018;2018-09
506;VMS 4;2018-09-13 00:00:00.007;Calore;Herd Navigator;2022-04-28 17:05:25.387;Nicola;2018-09-13;00:00:00.007000;9;2018;2018-09
637;VMS 3;2018-09-13 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-09-13;00:00:00.007000;9;2018;2018-09
181;Manze al toro;2018-09-13 00:00:00.000;Ingresso;Nascita;;Nicola;2018-09-13;00:00:00;9;2018;2018-09
730;Asciutte;2018-09-13 00:00:00.000;Parto;Normale;;Nicola;2018-09-13;00:00:00;9;2018;2018-09
92;VMS 1;2018-09-12 10:47:52.990;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-12;10:47:52.990000;9;2018;2018-09
638;VMS 3;2018-09-12 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-04-01 14:47:02.300;Nicola;2018-09-12;00:00:00.010000;9;2018;2018-09
638;VMS 3;2018-09-12 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:02.300;Nicola;2018-09-12;00:00:00.007000;9;2018;2018-09
807;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;2021-06-04 15:23:17.277;Nicola;2018-09-12;00:00:00;9;2018;2018-09
814;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;2020-02-22 12:26:57.757;Nicola;2018-09-12;00:00:00;9;2018;2018-09
821;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-12;00:00:00;9;2018;2018-09
822;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-12;00:00:00;9;2018;2018-09
823;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.023;Nicola;2018-09-12;00:00:00;9;2018;2018-09
825;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-12;00:00:00;9;2018;2018-09
866;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-12;00:00:00;9;2018;2018-09
868;VMS 2;2018-09-12 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-09-12;00:00:00;9;2018;2018-09
92;VMS 1;2018-09-11 10:45:20.767;Note;Generale;2021-04-01 14:47:48.263;Nicola;2018-09-11;10:45:20.767000;9;2018;2018-09
220;VMS 1;2018-09-11 10:38:14.060;Note;Generale;2020-11-30 16:46:41.843;Nicola;2018-09-11;10:38:14.060000;9;2018;2018-09
175;VMS 2;2018-09-11 00:00:00.000;Controllo gravidanza;+;2020-07-01 14:12:21.227;Nicola;2018-09-11;00:00:00;9;2018;2018-09
461;VMS 4;2018-09-11 00:00:00.000;Controllo gravidanza;-;2020-07-27 23:59:00.000;Nicola;2018-09-11;00:00:00;9;2018;2018-09
